Nombre de génération, Nombre d'étapes, x, y, z, seuil
1769,31,8868,12866,6841,28555
1770,324,-2596,10815,11740,19867
1771,25,8143,4103,5249,17343
1772,25,10429,12261,5474,27890
1773,217,-2419,5630,6674,9821
1774,208,13473,11348,1800,26367
1775,138,4648,13247,236,18123
1776,405,6580,-3903,7181,9824
1777,54,7240,1915,3038,12089
1778,335,3769,5763,4037,13480
1779,94,5170,2935,4421,12476
1780,123,3893,8870,7337,20012
1781,28,6558,2620,12428,21502
1783,129,2317,6296,961,9552
1784,40,8986,13299,5366,27402
1785,27,8079,7863,11329,27151
1786,172,5540,724,3171,9375
1787,538,17365,-3001,-682,13668
1788,37,8506,13290,6554,28224
1790,123,4049,2448,6932,13311
1791,28,12503,4371,2903,19756
1792,155,-1009,5938,7146,12006
1793,894,362,-4316,11418,7409
1794,112,4539,1464,8875,14811
1795,322,14821,-4327,1195,11574
1796,20,9871,8300,4584,22685
1797,75,1893,5623,1134,8609
1798,5,1572,7218,8726,17475
1799,265,7809,-9615,11673,9790
1800,33,8799,8996,8848,26528
1801,303,8982,21713,-1837,28698
1802,285,121,14771,8824,23612
1803,193,2253,-3530,11971,10666
1804,237,8735,9097,-7500,10292
1805,309,-4461,10730,991,7195
1806,39,12908,5154,10045,28084
1807,240,6859,10421,-2094,15099
1808,54,9015,5376,15096,29306
1809,34,9461,13200,3039,25641
1810,106,3837,3474,6351,13611
1811,94,8968,2993,6035,17957
1813,25,1872,9864,7925,19635
1814,41,6576,10498,11709,28502
1815,143,4587,6175,1203,11874
1816,15,8673,6346,9316,24195
1817,14,10915,3119,5815,19688
1818,153,14972,809,2197,17827
1819,0,8920,3295,7679,19703
1821,472,18812,-6166,2745,15243
1822,183,-687,6523,9590,15346
1823,82,2204,572,2968,5689
1824,17,2614,1666,8108,12366
1825,30,2727,9479,8752,20894
1826,15,9543,7177,9794,26482
1827,44,4302,1847,2096,8229
1828,543,-11307,21367,16708,26716
1829,43,7481,13723,5978,27138
1830,90,4311,106,2224,6584
1831,186,4442,12453,402,17288
1833,178,2320,6139,9925,18326
1834,32,8515,3790,9299,21488
1835,94,7394,2309,-506,9184
1836,89,3571,1316,7039,11811
1837,50,5914,13665,8553,28089
1838,106,-2698,5005,8278,10522
1839,209,8310,5205,16203,29434
1840,261,-3497,-3570,10570,3496
1841,226,12666,7111,8093,27677
1842,113,7631,8301,1977,17879
1843,143,1462,-463,8639,9596
1844,30,10967,5636,10358,26873
1845,8,2128,8262,4706,15028
1846,30,12090,5991,3754,21622
1847,43,7059,5124,9217,21229
1848,36,5969,2829,13048,21695
1849,183,4937,12420,-5364,11917
1850,228,-565,8980,-3770,4602
1851,1306,30988,-50128,22772,3632
1852,27,7611,11768,4962,24166
1853,48,8604,11173,10322,29862
1854,207,734,15108,2562,18330
1855,163,5285,11781,4639,21509
1856,35,2325,12710,5425,20279
1857,110,-227,8526,7165,15326
1858,61,5432,1416,3563,10399
1859,100,1508,-225,4587,5828
1860,28,12371,4216,9359,25715
1861,187,1291,-56,5983,7158
1863,8,5804,8651,9249,23698
1864,88,8809,6103,-1167,13708
1865,31,3306,9524,3551,16226
1867,39,5197,11112,7556,23749
1868,0,5944,3384,9120,18301
1869,350,12221,-13891,14029,12306
1870,392,12333,-8711,1554,5171
1871,87,6367,6185,4586,17100
1872,56,13529,5969,10166,29384
1873,160,2526,5577,-536,7533
1874,34,11532,10207,5343,26855
1875,124,-2157,8800,6543,13159
1876,100,-643,2247,6985,8522
1877,240,11353,2193,-8399,5108
1878,120,10977,5408,1461,17779
1879,43,12104,7267,6283,25628
1880,89,3586,10776,1730,16052
1881,2,4848,4827,2665,12337
1882,54,8865,634,-666,8815
1883,34,3953,5240,9641,18654
1884,109,4427,151,5642,10133
1885,49,7986,8717,13207,29826
1886,232,509,9750,16214,26258
1889,228,4924,9217,10770,24737
1890,109,7052,-676,307,6645
1891,26,8887,10554,9608,29002
1892,182,11876,6569,-4184,14136
1893,37,2303,11540,9069,22710
1894,38,10584,3863,8355,22631
1895,177,10472,4008,-1459,12965
1896,33,10169,8181,8661,26877
1897,27,9050,2947,8977,20843
1898,174,-1828,5248,7405,10743
1900,1915,-74511,94971,-16959,3473
1901,29,6645,9654,6824,23061
1902,23,9818,10347,8088,28096
1903,101,8301,3640,4926,16852
1904,55,11531,5769,8040,25128
1905,41,5025,6861,8760,20564
1907,3,7261,9997,4683,21806
1908,206,-3254,7762,5651,10147
1910,13,10401,8557,9297,28121
1911,417,5374,16652,-7301,14636
1912,673,17123,-23693,32466,25771
1913,172,9204,-3252,-958,4946
1914,40,3694,9338,4034,16901
1915,36,-419,3472,1010,4053
1916,337,-13566,3667,14634,4728
1917,1,746,3110,9595,13444
1918,84,-181,7062,-1083,5750
1919,880,33779,-178,-8061,25390
1920,442,10469,6062,-6944,9547
1921,117,8414,-6796,7541,9151
1922,31,4496,5616,12271,22251
1923,84,10745,6999,-2129,15588
1924,105,-236,7946,495,8186
1925,0,8514,8208,3689,20363
1926,11,6240,9628,5478,21293
1927,190,2577,4974,2452,9928
1928,38,5714,9781,10359,25732
1929,37,8455,14507,6028,28958
1930,393,16702,-20228,10260,6668
1931,118,5324,5919,7022,18172
1932,19,11633,6457,7906,25934
1933,2275,-28514,50976,-16869,5558
1934,81,7615,7898,-72,15364
1935,42,7814,14442,6694,28856
1936,0,9820,2557,10029,22373
1937,188,-6530,17168,-4524,6059
1938,139,3520,6917,1680,12067
1939,42,5721,10597,12397,28595
1940,36,1958,13399,7303,22508
1941,713,22556,-6063,-11925,4550
1942,10,5902,6396,8366,20556
1943,52,9524,7254,12751,29326
1944,629,-3996,30785,-14808,11890
1945,13,4821,811,3662,9202
1946,78,570,5612,2582,8763
1947,38,7208,7482,12658,27318
1948,57,2299,2558,4612,9454
1949,285,13593,-1517,11580,23499
1950,20,7134,3717,6426,17141
1951,314,13719,10299,-5957,18006
1952,276,7248,17265,-519,23969
1953,5,1890,10127,8491,20378
1954,5,4964,2192,3590,10703
1955,78,7735,4281,2864,14880
1956,34,11531,3945,11804,27058
1957,32,6036,11082,3568,20637
1958,326,12509,-8798,2492,6167
1959,14,10707,7286,9815,27615
1960,30,4361,5241,11751,21163
1961,96,1788,134,8865,10699
1962,22,8524,5973,6837,21189
1963,96,10965,133,2133,13229
1964,25,10097,6766,7076,23871
1965,16,4198,8589,3032,15783
1966,27,11030,3124,5256,19380
1967,33,-2097,4623,5046,7531
1968,115,8766,-215,218,8712
1969,28,12809,2534,9837,24958
1970,33,10063,11457,8050,29485
1971,38,8024,5212,5521,18755
1972,39,11441,8270,7539,27174
1973,20,11477,3179,1236,15790
1974,25,7197,8791,9747,25710
1975,37,5438,3251,-2686,5950
1976,409,11684,2290,-10645,3316
1977,106,3791,3147,1818,8688
1978,54,15372,6504,7794,29555
1979,26,8215,6367,6352,20730
1980,2,6389,8100,3371,17803
1981,194,-7448,2138,10194,4858
1983,131,8980,-2748,6197,12412
1984,175,-149,5098,14805,19632
1985,12,2873,2043,9792,14636
1986,223,4565,-2653,7402,9306
1987,22,4594,8544,6557,19599
1988,32,10737,7896,10018,28475
1989,186,5617,7845,10914,24148
1990,542,16894,-2067,4929,19673
1991,26,3516,3669,3765,10928
1992,101,3180,8862,-2718,9281
1993,861,-305,17992,-6703,10917
1994,7,6155,4105,9032,19262
1995,84,1480,-585,6843,7694
1996,201,-2027,9291,20715,27919
1997,105,5035,676,1574,7262
1998,15,1411,8711,3468,13457
1999,32,11271,7517,7740,26340
2000,63,9735,11303,7995,28821
2001,200,8463,6906,7081,22349
2002,123,1908,9008,-2636,8223
2003,124,6655,-74,13646,20180
2004,508,14072,-25142,19999,8842
2005,35,11819,4444,2673,18859
2006,169,6625,2824,-2010,7433
2007,43,16865,6782,6518,29889
2008,277,15842,8489,4486,28775
2009,138,6350,3081,6455,15763
2010,433,14901,925,-6624,9199
2011,562,-27853,32797,3716,8592
2012,34,9142,9500,4887,23364
2013,460,15292,5224,-182,20146
2014,4,5011,6563,5972,17443
2016,39,3544,2839,2949,9276
2017,175,7216,3776,9734,20635
2018,157,11850,3219,2885,17918
2019,192,3066,4388,11897,19242
2020,120,11559,4993,2465,18924
2021,454,10903,446,12894,24163
2023,10,6758,8370,4812,19903
2024,34,10431,11766,4173,26350
2025,6,9858,6477,6714,22901
2026,22,5454,10608,5943,21802
2027,271,1894,7659,10301,19791
2028,117,8507,3027,2997,14503
2029,55,5503,9318,15029,29658
2030,40,6875,9170,8038,23899
2031,206,13848,-3486,9629,19966
2032,34,3417,10777,8963,23030
2033,22,3246,10576,1736,15471
2034,124,4823,-4067,7576,8310
2035,18,5114,6485,10501,22059
2036,24,3863,4479,11160,19459
2037,308,629,-3132,6696,4157
2038,329,21054,-9602,-1775,9589
2039,14,3999,6506,1261,11691
2040,765,-12040,4109,15054,7106
2041,30,9706,6585,6889,23165
2042,390,-12906,20879,20986,28828
2043,102,57,10967,4085,15074
2044,176,5107,11888,-8204,8758
2045,246,7209,8004,-5270,9935
2046,20,3440,10539,727,14653
2048,176,11545,-2078,6507,15953
2049,772,-12053,-12594,34440,9778
2050,336,12953,7469,8255,28578
2052,198,5616,9796,-2127,13160
2053,196,1020,12514,5897,19287
2054,28,5864,6926,10093,22662
2055,228,4136,9608,10921,24422
2056,5,3475,6756,1906,12127
2057,119,10380,284,10352,20951
2058,515,6772,-275,22901,29118
2059,33,4482,9738,9316,23500
2060,29,3287,3986,7082,14252
2061,162,8450,1847,-805,9404
2062,160,6936,-809,1673,7792
2063,159,2932,4159,3165,10200
2064,107,4285,1230,10396,15800
2065,28,10321,12733,3788,26779
2066,20,10368,4557,4080,18879
2067,192,10192,4145,12777,26950
2068,203,-3228,890,14309,11926
2069,22,9850,8297,10707,28747
2070,238,15530,5585,-6296,14702
2071,34,3496,12125,4061,19525
2072,66,2167,6126,735,8995
2073,418,5745,-18282,17563,4994
2075,25,4486,6832,12801,24106
2076,201,12271,9584,6032,27835
2077,32,8246,2497,6651,17247
2078,29,7826,7805,4189,19696
2079,58,8382,10170,7999,26506
2080,26,9157,4984,11791,25757
2081,11,4979,8692,2081,15706
2082,153,7203,8221,5081,20328
2084,0,6927,2215,1960,11067
2085,25,10328,6572,6484,23230
2086,146,11433,5596,-1044,15841
2087,19,8708,4986,6805,20412
2088,122,3009,8074,-890,10144
2089,3,7332,1090,7382,15693
2090,30,6216,10688,7800,24638
2091,34,3237,568,3602,7373
2092,36,12747,6718,10577,29747
2093,353,12344,-5876,-1555,4910
2094,427,10072,5811,-11391,4455
2095,32,9957,2956,12806,25521
2097,1,7246,7614,3260,18049
2098,238,13942,3448,3541,20909
2100,192,2274,9696,-1148,10791
2101,209,7808,14625,5093,27351
2102,2,3535,7496,4485,15501
2103,326,1036,1573,6541,9138
2104,203,2749,9552,293,12530
2105,43,2769,3979,3784,10511
2106,35,8801,11562,8206,28569
2107,46,13234,7376,6307,26812
2108,93,4199,5302,9546,18959
2109,334,2818,3114,21043,26884
2110,172,4059,5693,-4483,5226
2111,133,1008,-932,8324,8328
2112,167,8722,10578,82,19286
2113,61,6025,-564,3352,8733
2114,243,10654,7490,-2411,15646
2115,7,10631,9764,7013,27269
2116,685,678,-11344,13867,3201
2117,3,8428,6308,7684,22326
2118,167,7696,4566,4282,16426
2119,34,8630,8180,11673,28330
2120,183,12126,4182,4931,21228
2121,29,5100,6642,9036,20736
2122,11,4619,6226,4042,14815
2123,27,3361,8926,8428,20672
2124,1135,-6971,2950,9902,5830
2125,36,4645,13953,9343,27882
2126,2,6289,8338,7386,21973
2127,42,8991,5844,11502,26243
2128,384,6114,220,22765,28967
2129,144,-53,7482,8533,15962
2130,119,4460,5057,4797,14301
2131,244,-2423,15861,5427,18809
2132,51,7747,6706,11215,25650
2133,1120,39380,-52208,17146,4291
2134,25,7841,9601,7310,24736
2135,979,-19513,35146,-11844,3780
2136,11,9112,6685,9903,25510
2137,109,355,7110,4589,12043
2138,500,11131,-6061,24654,29682
2140,109,3048,-1733,3322,4633
2141,7977,111646,-323560,215702,3752
2142,206,14750,10074,4373,28916
2143,15,4406,2486,2040,8899
2144,141,9220,4786,-37,13934
2145,80,-3075,7395,3923,8220
2146,31,9071,9045,6598,24628
2147,31,4724,3326,9471,17410
2148,27,3063,6750,7657,17354
2149,145,3880,-1713,11755,13818
2150,102,12984,-3639,5748,14954
2151,109,-1578,3938,13282,15602
2152,143,3938,2989,4900,11733
2153,30,9638,5451,9915,24884
2154,33,9235,12414,6678,28286
2155,124,10098,9347,1063,20411
2157,102,8721,6629,-990,14229
2158,273,2032,10257,13502,25762
2159,107,121,3620,5796,9448
2160,158,2007,7157,6133,15285
2161,33,4963,12468,5214,22427
2162,23,10343,2213,7486,20010
2163,48,5682,6266,8809,20576
2164,30,10986,3655,1490,16034
2165,1,8535,8248,5005,21728
2166,6,5936,5792,6996,18656
2167,102,453,1164,8525,10108
2168,71,7860,5955,5330,18974
2169,27,11371,3680,5105,20037
2170,22,8213,2530,4485,15206
2171,141,11136,12397,-9140,14262
2172,270,12457,-4924,-659,6852
2173,220,8874,10182,3581,22537
2174,280,20156,-3348,10141,26869
2175,28,6231,6923,3987,16987
2176,49,11596,12090,5738,29223
2177,29,10856,6348,11766,28823
2178,188,5269,10522,-3266,12410
2179,367,9082,7903,12823,29562
2180,87,6102,5414,4728,16182
2181,138,11456,1463,-694,12188
2182,51,9143,13295,6983,29386
2183,31,9349,11728,6357,27265
2184,24,5588,9450,3085,17986
2185,274,8654,-692,11110,18900
2187,238,-177,14952,15297,29788
2189,438,653,8907,20180,29594
2190,369,8898,-4696,3770,7928
2191,23,4614,4927,8554,17983
2192,158,-4664,10377,748,6398
2193,2454,-24675,34237,-4689,4861
2194,15,6299,3996,4432,14625
2195,2245,86066,-28287,-52603,5157
2196,18,10143,10228,8157,28512
2197,131,4525,1161,9427,15047
2198,26,5121,8628,3607,17301
2199,144,-488,5418,10824,15628
2200,296,-2615,-3250,12481,6614
2201,36,4922,7992,8684,21428
2202,22,4641,8636,7480,20653
2203,16,7982,3243,2314,13405
2204,127,5566,-643,7218,12054
2205,353,-4685,7884,5026,8199
2206,141,10420,-2717,1121,8763
2207,25,11127,6056,3064,20085
2208,280,1806,1537,340,3680
2209,107,-1021,4696,9677,13315
2210,58,1678,5753,3994,11365
2211,213,10326,2570,13703,26582
2212,1016,3988,23086,-12434,14636
2213,497,-6887,19012,-2686,9416
2214,19,4523,7609,7204,19258
2215,204,5080,-2848,1958,4182
2216,304,5263,-7277,6915,4870
2217,478,10062,-4468,9881,15466
2218,196,12445,5258,10602,28268
2219,23,9215,5527,4740,19381
2220,183,10944,9489,6126,26541
2221,10,9204,9196,6670,24955
2222,229,-2139,-2955,8377,3273
2223,243,-4081,7930,-157,3678
2224,212,7795,8153,-560,15277
2225,281,7433,17156,804,25299
2226,37,5014,10785,11211,26923
2227,109,1873,4979,6981,13724
2228,250,-475,4554,16345,20319
2229,328,-10258,12803,2543,5087
2230,45,12145,10121,5569,27724
2231,20,10835,6678,10555,28055
2232,38,7416,6794,11009,25214
2233,16,9927,10295,2622,22683
2234,172,-2806,6263,11826,15172
2235,19,8187,8856,8400,25330
2236,38,2219,5064,1194,8445
2237,30,11426,10223,3837,25446
2239,37,7349,11740,10685,29714
2240,20,1697,7888,8778,18346
2243,47,6737,7979,10639,25223
2244,169,-1037,4837,1741,5513
2245,178,6997,7933,3284,18177
2248,141,9563,587,89,10212
2249,34,5542,-3769,4431,6195
2250,191,10242,7606,-2120,15715
2251,1232,5197,5460,-3274,7324
2252,36,12835,9032,4133,25747
2253,210,10747,3457,15991,29981
2254,363,12307,-7860,-1016,3417
2256,44,14610,4023,7827,26228
2257,299,10323,-1432,3328,12178
2258,20,5111,8958,11631,25639
2259,241,4173,9919,13112,27120
2260,24,11831,4009,7174,22965
2261,0,8738,6318,3202,18115
2262,700,-6353,15819,-5592,3865
2263,195,8544,11906,5858,26206
2264,247,834,14837,12172,27589
2265,11,3276,7848,3039,14126
2266,85,5586,284,965,6826
2267,29,4352,6181,4291,14799
2268,15,6049,10376,8825,25065
2269,16,9202,3392,4040,16618
2270,40,5352,10577,7542,23471
2271,551,31627,13998,-16485,28999
2272,291,1352,14737,11034,26892
2273,104,-254,7802,8217,15672
2274,13,6516,2042,2191,10723
2275,199,6530,6959,-326,13145
2276,114,5363,2304,11255,18802
2277,26,6601,3059,8270,17923
2278,13,9920,3509,8327,21635
2279,295,8354,7630,-6546,9416
2280,149,5216,5092,2349,12649
2281,346,-3807,12902,20770,29672
2282,39,9301,3988,14620,27829
2283,294,3976,16176,1691,21816
2284,46,3900,9063,8334,21239
2285,901,-14497,-1277,22447,6638
2286,309,2496,23737,-3042,23140
2287,1265,12557,18646,-25017,6152
2288,575,8295,-5405,6272,9130
2289,164,9512,102,3603,13142
2290,27,3020,8400,7578,18982
2291,157,947,3716,6122,10765
2292,11,5955,9955,10142,25978
2293,29,9380,9082,5744,24072
2294,142,999,-600,9760,10155
2295,58,12748,7677,9275,29488
2296,144,379,729,7947,8979
2297,168,7976,9942,1761,19556
2298,280,15236,17662,-7242,25590
2299,43,10375,8342,5051,23622
2300,833,8066,-35702,35734,8044
2301,1460,21771,-28424,10820,4162
2302,179,-786,-2384,9052,5827
2303,91,7772,4397,1802,13867
2304,3,4882,8353,1167,14305
2305,28,7750,10256,8535,26339
2306,17,2729,6770,2874,12335
2307,57,7435,3040,-1243,9192
2308,21,8510,10099,2342,20947
2309,374,5147,8990,15298,29228
2310,267,5492,1190,16132,22600
2311,111,14249,7546,1036,22683
2312,22,6533,8729,11416,26428
2313,118,11169,4738,1747,17623
2314,755,-1989,11212,1980,11098
2315,25,3949,7247,7789,18950
2316,129,5968,5692,12394,23885
2317,317,-6709,15388,1960,10550
2318,227,-1690,-1275,7448,4455
2319,39,8871,8157,9141,26111
2320,32,7257,7099,13099,27340
2321,80,4390,11352,6396,21943
2322,706,10917,3152,863,14916
2323,769,16441,6649,-18932,4123
2324,98,-5587,7315,5938,7636
2325,18,3402,10631,7281,21118
2327,280,1923,14415,13644,29921
2328,139,4229,5148,3920,13193
2329,1523,-37477,-23903,65037,3649
2330,243,7571,644,16112,24181
2331,49,6892,16294,4679,27718
2332,333,-925,11738,-6798,4015
2333,17,4989,3920,3203,12066
2334,304,-4990,18982,8594,22418
2335,25,7437,8446,4590,20341
2336,62,5582,358,1646,7582
2337,68,5232,7556,7724,20349
2338,123,1793,4335,7346,13438
2339,1558,640,-8471,12917,5054
2340,40,10786,11434,6244,28214
2341,27,9437,8769,4016,22043
2342,102,4222,2235,11444,17851
2343,40,9861,12038,6322,28012
2344,88,5073,2462,-1204,6270
2345,214,2124,13320,-1005,14389
2346,300,14962,650,8009,23546
2347,461,23878,8034,-8597,23163
2348,102,7820,-268,2826,10306
2349,36,11020,11160,7567,29727
2350,95,-5572,6454,5824,6678
2351,631,-7783,10728,25596,28336
2352,91,5656,8063,-114,13545
2354,320,-3642,3882,6518,6712
2355,125,7253,3310,-162,10387
2356,104,4441,8883,-251,12980
2357,156,8826,812,-1367,8204
2358,177,8398,3017,5865,17165
2360,135,-4553,11821,7494,14660
2361,204,11319,24,15318,26559
2362,67,8411,10515,5616,24305
2363,212,-6471,9664,15210,18362
2364,219,8921,7409,7826,24052
2365,1527,34811,-21935,-6801,6064
2367,146,4117,11076,7569,22571
2368,162,765,8627,3753,13031
2369,30,10816,8431,10727,29730
2371,381,9545,-1437,-2223,5854
2373,4,7190,9903,6331,23331
2374,367,-4548,8656,6401,10429
2375,141,9409,2717,-1103,10936
2376,5,7875,534,6067,14419
2377,653,8157,-19805,21149,9435
2378,35,5477,-2312,1453,4605
2379,37,12259,8741,8772,29481
2380,34,6873,11718,9306,27863
2382,114,4120,2761,10366,17216
2383,11,6679,2193,10220,18993
2384,200,4314,16630,4856,25694
2385,1144,24566,11789,-32655,3681
2387,407,18751,3833,-2642,19879
2388,543,19492,8521,-22922,5048
2389,99,-1089,6899,11516,17243
2390,38,9602,7630,3174,20314
2391,226,8134,8340,9453,25826
2392,49,3807,10403,11545,25664
2393,336,-17027,14962,9361,7290
2394,33,10609,7234,8597,26287
2395,359,-794,5787,3653,8634
2397,33,10765,7601,5224,23503
2398,166,1026,-1390,14764,14319
2399,265,-3171,2713,18673,18049
2400,104,825,3636,8775,13224
2401,1013,-18163,36162,-12612,5345
2402,166,9351,11064,141,20501
2403,168,5073,-465,-1544,3035
2404,31,6789,5244,2848,14798
2405,106,5554,5588,1494,12546
2406,34,5582,5203,9659,20383
2407,430,-1716,3935,4282,6497
2408,205,8673,-642,8511,16447
2409,117,661,10510,3174,14235
2410,373,2536,4457,-2303,4656
2411,25,8700,1204,9226,19072
2412,2,1191,7176,8283,16503
2413,35,7384,6796,11899,26063
2414,134,141,12500,5015,17609
2415,40,7606,6997,8362,22742
2416,30,11398,7954,4776,23945
2417,37,8588,3996,6099,18668
2418,998,3038,-928,2290,4385
2419,325,8892,-14291,9674,4265
2420,60,10710,10500,5828,26974
2421,10,9516,7093,5753,22277
2422,47,11396,8179,5751,25309
2423,34,6514,6948,7017,20478
2424,51,7820,7571,5827,21198
2425,27,1911,11506,5051,18296
2426,133,8294,-455,6094,13828
2428,21,8881,3105,4718,16576
2429,2585,136960,-80382,-53426,3142
2430,33,10131,8767,4960,23720
2431,189,6726,4071,14026,24714
2432,53,8598,14128,5683,28353
2433,397,-5958,5564,13339,12860
2434,37,3466,13926,3888,21259
2435,1089,32524,-34004,5717,4223
2436,68,4615,1424,6087,12079
2438,42,4818,15246,6289,26339
2439,6,7552,2495,4811,14837
2440,573,-3539,1158,26419,23973
2441,508,2090,2716,6545,11266
2442,1,3971,5521,3647,13026
2443,9,8715,3453,3664,15792
2444,167,-835,1275,7814,8217
2445,146,7902,11,5019,12856
2446,291,8249,435,10127,18651
2447,16,10509,2738,6277,19478
2448,37,8227,5181,9226,22586
2450,21,4034,8424,3816,16254
2451,207,2440,14436,13128,29987
2452,116,3462,6762,14251,24378
2453,69,1060,8257,798,10067
2454,40,13661,2958,10435,26802
2455,42,12201,11625,3566,27313
2456,23,10715,5709,9792,26003
2457,211,3512,7877,-3386,7997
2458,36,6942,9613,9321,25851
2459,727,-15203,46084,-6599,24218
2460,216,2170,15986,4578,22592
2461,35,2750,5349,-86,7940
2462,16,6587,2645,1327,10520
2463,303,6804,11268,6532,24563
2464,44,11345,5933,11286,28487
2465,4,987,9760,2473,13184
2466,430,15528,-17599,10620,8499
2467,85,3657,4435,5038,13043
2468,243,11700,14866,-2066,24303
2469,232,3771,16416,5061,25084
2470,19,10240,10181,2133,22458
2471,42,4862,5092,13543,23425
2472,23,5766,10684,8807,25128
2473,263,13547,6026,8815,28298
2474,66,2024,-822,9267,10443
2475,788,-6939,24063,-8976,8069
2476,100,-853,4573,4704,8416
2477,8,8226,8823,6277,23201
2478,215,416,8789,-1189,8010
2479,159,-1121,6815,4174,9842
2480,1464,-7341,-32205,50183,10601
2481,174,-1564,9258,10331,17978
2482,217,9779,10429,6904,27102
2483,18,7382,2444,4748,14535
2484,93,538,1460,11284,13180
2485,273,-629,7128,20040,26357
2486,690,25263,-15261,1589,11478
2487,44,8356,7316,14174,29618
2488,13,4538,2914,7575,15005
2489,28,2674,3676,5776,12088
2490,302,9048,8118,7123,24201
2491,7,7493,9685,4845,21965
2492,111,-15,5146,4770,9822
2494,225,867,648,12011,13440
2495,19,11019,5334,11553,27808
2496,22,8657,11101,2886,22626
2497,36,2225,417,2485,5116
2498,225,-3801,-443,11659,7360
2499,146,6193,-272,8012,13885
2500,28,10221,11131,8325,29456
2502,33,5936,2307,11841,19928
2503,608,4170,-4287,5734,5611
2504,33,12681,5111,11398,29000
2505,215,9197,12554,2168,23860
2506,147,-10577,6547,9985,5925
2507,30,7247,11953,5267,24327
2508,160,5010,4467,-1998,7442
2509,1123,9421,24722,-20482,13608
2510,23,8883,2749,11228,22845
2511,215,353,11876,7234,19434
2512,4,7702,9656,5811,23168
2513,310,-4885,3074,13500,11581
2514,29,8636,10557,3951,22925
2515,92,5867,11156,-2328,14671
2516,30,8550,10131,4653,23264
2517,43,-265,3716,3081,6520
2518,19,7614,4890,4145,16510
2519,2977,-61095,103179,-36970,5092
2520,16,534,8535,7175,16103
2521,25,11892,4763,2291,18822
2522,1862,19305,-13873,-665,4763
2523,18,10509,8647,1817,20846
2524,42,7019,14744,7799,29293
2525,51,8068,9887,10510,28338
2526,128,6628,9577,-5397,10808
2527,75,2410,99,3398,5875
2528,48,10567,8559,7774,26672
2529,43,4133,5995,-1432,8632
2530,17,6361,9447,4003,19740
2531,200,8284,10301,-5215,13348
2532,17,2075,5388,2114,9553
2533,119,2594,5157,9905,17614
2534,113,1486,2892,6391,10739
2535,112,4302,2556,378,7189
2536,447,11852,-2990,-4579,4263
2537,148,10885,8257,-109,18989
2538,226,4667,5311,11602,21526
2539,292,-6405,4092,21045,18653
2540,34,5081,13568,4019,22657
2541,184,6417,3381,14433,24167
2542,149,4070,5764,2332,12155
2543,169,1011,2080,1768,4832
2544,84,6710,8664,1811,17098
2545,351,14709,2146,3437,20204
2546,121,-801,4672,3875,7730
2547,28,10597,3787,10451,24737
2548,28,11965,9166,6307,27273
2549,129,3727,4758,5459,13864
2550,1,6754,1275,1810,9766
2551,235,9613,9643,4118,23241
2552,32,5110,10204,8526,23806
2553,40,3477,9489,9130,21974
2556,23,1902,8975,5171,16009
2557,298,24711,-395,-2066,22190
2558,264,6560,7503,5744,19693
2559,736,-760,39970,-28709,10446
2560,162,6646,4962,3600,15191
2561,246,-10427,15227,-1358,3430
2562,28,10885,10871,1437,22971
2563,6,208,7693,1063,8896
2564,39,10118,5346,14228,29486
2565,23,9756,6887,3485,20056
2566,98,3603,11015,7932,22370
2567,24,6054,9131,8382,23513
2568,130,7985,6135,1135,15235
2569,17,7435,5907,6257,19473
2570,36,5470,7528,11784,24731
2572,107,2169,7168,-1406,7915
2573,115,9763,5055,3352,18077
2574,139,4831,11104,-909,14924
2575,93,962,12378,3987,17215
2576,11,3343,6997,2848,13181
2577,45,8275,7835,6386,22314
2578,1724,-2787,45206,-37530,4851
2579,204,1718,9718,12584,24005
2580,104,-5227,9403,4086,8205
2581,155,5549,6642,6027,18083
2582,175,5920,7445,5697,18928
2583,35,5662,9618,12665,27797
2584,132,1013,8302,6657,15950
2585,64,6667,3187,7594,17356
2586,34,-286,6702,132,6526
2587,33,2213,9053,10002,21160
2588,27,7735,5999,2976,16546
2589,202,8475,-7310,7582,8704
2590,18,4722,3433,2453,10528
2591,105,5311,3610,5435,14318
2592,22,1599,1763,10492,13777
2593,16,5233,8670,10052,23739
2594,42,6353,7046,14977,28249
2595,576,12859,18641,-10962,20376
2596,40,5498,13591,8564,27530
2597,27,4598,10030,3210,17677
2598,99,346,1205,7157,8642
2599,39,1649,2915,2408,6959
2600,23,5037,5669,4428,15058
2601,201,4208,12491,12355,28855
2602,374,5989,-5310,17090,17750
2603,214,974,21724,-3205,19461
2604,412,1733,394,10062,12135
2605,329,5316,-5065,4916,5147
2606,173,8050,3645,-265,11395
2607,98,6917,7440,819,15150
2608,27,9201,7588,5514,22147
2609,851,9063,22179,-22393,8811
2610,295,11480,15173,2657,29066
2611,94,1928,9320,3613,14804
2612,81,3398,-3201,4519,4704
2613,436,4850,9876,-875,13749
2614,135,533,9621,10516,20610
2615,549,32052,-1333,-9423,21272
2616,120,10322,4351,-2367,12219
2617,12,1667,9776,7662,19006
2618,138,-74,10689,-854,9667
2619,15,6927,3235,6728,16724
2620,432,-19033,14935,11474,7303
2621,0,9747,2844,6774,19301
2623,614,7950,9835,-13379,4388
2625,34,5380,4768,11649,21667
2626,354,-5398,-4165,21868,12235
2628,1400,-43992,22287,24986,3275
2629,25,8385,2490,5502,16267
