Nombre de génération, Nombre d'étapes, x, y, z, seuil
5410,48,8853,10996,7025,26735
5411,81,7896,-958,-216,6666
5412,105,4015,2151,-421,5739
5413,32,8973,2730,3311,14901
5414,321,9215,7564,10528,27221
5415,802,-3684,1487,11569,9299
5416,148,12876,-10,1465,14223
5417,92,1876,1647,8249,11760
5418,88,278,4656,1468,6342
5419,735,11271,198,-4268,7173
5420,3,6163,671,10080,16876
5421,140,4717,5159,9330,19056
5422,695,22273,-20507,3320,5073
5423,320,-9068,8700,4649,4245
5424,51,6229,11755,9346,27119
5425,4,7456,7548,4015,18930
5426,522,27008,-12489,-7723,6734
5427,243,14941,2557,5773,23178
5428,214,2440,4145,3204,9733
5429,53,6547,5975,11820,24229
5430,4,4160,7369,4119,15515
5431,1,9720,534,5628,15859
5432,35,2390,11796,3551,17562
5433,46,8832,6157,5266,20230
5434,5272,7169,-95928,92869,4076
5435,81,8202,5276,7077,20431
5436,145,6702,5301,-2778,9180
5437,14,9005,8908,10097,27869
5438,18,1400,10890,3935,16080
5439,26,10327,2601,4349,17271
5440,7,6914,10019,6716,23473
5441,84,3450,-1137,1700,4005
5442,436,15620,-3429,-8440,3731
5443,433,28110,4043,-8977,23021
5444,111,12200,4596,760,17418
5445,205,6470,655,20234,27262
5446,1529,35281,-14325,-17387,3548
5448,124,11228,2972,12943,26975
5449,487,14723,-2571,-5573,6548
5451,187,4807,11445,2980,19093
5452,2158,53506,-34128,-15473,3883
5453,31,2546,12242,13069,27618
5454,13,7701,3687,3496,14863
5455,45,8586,12666,8675,29638
5457,138,12517,11312,5024,28693
5458,23,6067,1503,4615,12158
5459,22,8871,8033,7220,23971
5460,124,-1094,1529,11518,11909
5461,137,2096,11885,-886,12986
5462,10,9988,3118,7644,20626
5463,13,721,7202,6104,13935
5465,35,10194,9583,4547,24211
5466,297,-5447,12666,800,7965
5468,23,10745,10857,2648,24095
5469,45,8327,8330,12816,29398
5471,300,15554,13817,-6838,22428
5472,146,7029,12,8446,15439
5473,96,931,5222,-2921,3217
5474,314,-8673,21248,17407,29783
5475,29,9080,3319,7027,19372
5476,16,4252,9791,1659,15657
5477,96,2955,7015,-2710,7229
5478,5,8100,9896,8468,26348
5479,117,5196,4958,-914,9177
5480,34,4951,6091,6150,17127
5482,9,9553,4074,4199,17799
5483,98,1122,7210,-1381,6885
5484,319,9822,442,14787,24898
5485,233,6152,5549,17111,28763
5486,84,-13,3705,7553,11156
5488,971,-24561,-10492,41173,6097
5489,199,7510,10071,8712,26276
5490,22,8551,3339,8107,19905
5491,312,16585,1707,5397,23488
5492,12,4066,496,5516,10030
5493,236,6866,2608,486,9943
5494,253,16047,6221,7070,29318
5495,86,7072,3354,-734,9605
5496,31,2664,4275,11063,17876
5497,28,6348,10964,10471,27527
5498,90,6539,3897,-559,9788
5499,9,7353,1253,4358,12844
5500,1047,41214,-28856,-8311,4031
5501,1559,34540,28223,-55569,7155
5503,730,12282,6663,7346,26262
5504,171,5996,-4145,3864,5688
5505,103,6753,241,14161,20955
5506,0,1866,4015,6807,12653
5507,23,5137,9501,9930,24349
5508,28,3797,10536,6511,20758
5509,149,-5046,8530,9895,13343
5510,31,12051,9538,5519,26948
5511,201,9465,10296,7744,27331
5513,333,-3057,7839,20082,24702
5514,47,12315,7255,8952,28518
5515,380,-4744,10503,5911,11655
5516,234,6708,-1106,4205,9749
5517,67,6544,110,-486,6115
5518,23,7292,6463,7348,20947
5519,50,9115,9586,10259,28684
5520,23,9385,9269,3591,22086
5521,317,12153,8411,2658,23180
5522,40,10864,5629,10963,27318
5523,237,4247,5543,4853,14564
5524,263,16024,271,-4356,11931
5525,22,6329,4458,9672,20402
5526,349,7857,-2891,4550,9463
5527,1192,9267,-16893,13147,5474
5528,776,-9267,12154,6300,9123
5529,41,4250,6807,11817,22853
5530,35,13185,4723,7279,25092
5533,156,10778,-837,8963,18751
5534,23,8298,8839,7822,24763
5535,33,2899,7817,6031,16638
5536,207,-1756,476,13933,12547
5537,324,7023,2196,262,9411
5538,21,4805,10605,1789,17197
5539,980,14024,4930,-13881,5048
5540,152,7300,131,3317,10719
5541,240,6595,10832,-2680,14679
5542,31,7777,3661,10969,22205
5543,192,7294,-1213,1868,7894
5544,27,12149,3946,4097,20055
5545,26,12093,7567,6191,25721
5546,307,12110,-4835,-2976,4284
5547,19,5013,10689,9586,25145
5548,142,10037,-1139,4200,13015
5549,344,8109,4253,-2150,10168
5550,1463,22948,-29731,13697,6857
5551,6,4453,4193,4695,13263
5552,19,9596,2757,8459,20645
5553,1185,-19886,-19555,43120,3657
5554,41,8920,7647,9324,25748
5555,51,3725,6843,8509,18940
5556,32,9466,7730,9467,26562
5557,1,5541,5114,8150,18799
5558,189,11771,2221,-430,13472
5559,27,11226,3432,5430,20017
5560,34,7113,10022,9000,26003
5561,83,-1872,5786,6306,10163
5562,328,12058,11347,-12185,11194
5563,3,1160,6476,7205,14790
5564,44,8789,9376,11689,29672
5565,89,3298,10664,2352,16277
5566,129,8682,3690,1503,13747
5567,49,14133,4514,10288,28689
5568,26,4136,6120,8507,18609
5569,19,4348,4736,2583,11601
5570,200,15675,-5267,5300,15598
5571,142,8057,-2066,3654,9624
5572,1043,12865,-22986,17294,7153
5573,80,4293,6663,7421,18227
5574,117,3373,9570,1463,14338
5575,72,236,2391,6290,8839
5576,138,-299,718,8714,9073
5577,354,8205,5883,-9150,4899
5578,205,2644,10734,4945,18314
5579,93,-3585,9083,-86,5394
5580,24,10863,5331,3892,20058
5581,428,-10883,-6296,23782,6558
5582,109,4755,4096,5814,14550
5583,24,5141,7338,4166,16564
5584,107,1427,8613,-3240,6788
5585,43,7679,1318,-581,8400
5586,60,5437,4523,478,10362
5587,4,9652,7284,621,17408
5588,221,11993,-8330,17344,20941
5589,280,11728,9081,7499,28256
5590,43,5511,16101,7564,29157
5591,18,8227,6949,5113,20216
5592,37,4963,5243,11883,22051
5593,46,7114,6732,7387,21045
5594,34,4334,10905,3652,18749
5595,141,9525,2211,6511,18068
5597,31,9408,11802,3962,25043
5598,8,3100,8498,5472,17061
5599,399,-1932,251,19107,17385
5600,18,5661,6430,5609,17629
5601,27,10689,3284,10013,23787
5602,33,4530,13186,7766,25366
5603,259,21042,-5535,9090,24490
5604,126,361,7257,2361,9961
5605,275,3979,9880,4448,18286
5606,6,3221,10370,7060,20545
5607,170,-1705,5045,9086,12372
5608,219,13882,16697,-6034,24445
5609,18,5115,3399,2243,10673
5610,243,2763,-467,2888,5177
5611,47,12082,6816,5923,24729
5612,36,6188,10122,11394,27647
5613,152,7315,-2028,8215,13399
5614,89,59,6511,-324,6187
5615,3,3744,10006,10146,23846
5616,22,9021,6570,6754,22268
5617,77,5511,8559,959,14926
5618,219,11237,6174,-7456,9884
5619,408,-1137,10792,11434,20934
5620,100,6010,8675,1851,16492
5621,167,1414,8184,12694,22222
5622,54,10624,8084,8028,26596
5624,156,11282,2609,2161,15899
5625,40,9740,7160,7595,24276
5626,293,5985,10458,-8978,7403
5627,249,-1506,14377,-1891,10979
5628,359,11440,-674,-5176,5538
5629,38,9233,6496,12540,28201
5630,110,-713,6117,4904,10242
5631,1,6112,5797,1841,13732
5632,264,22150,-3784,-9918,8395
5633,41,8554,8749,8821,26041
5634,7,9708,3009,6612,19274
5635,114,9684,5888,2413,17823
5636,64,1010,7487,2839,11248
5637,728,-7273,2267,10283,5248
5638,28,11682,8946,6852,27434
5639,283,16182,8925,-6637,18462
5640,96,4076,14964,-967,17993
5641,196,10095,10284,5620,25863
5642,3,8468,273,9353,17939
5643,29,10907,5309,10978,27018
5644,510,22627,646,-19666,3579
5645,77,3650,6791,-1367,9064
5646,40,8464,11333,4376,23966
5647,180,7056,8598,11875,27324
5648,34,4231,5999,12056,22201
5649,126,-637,3340,4064,6711
5650,30,9777,10913,4280,24934
5651,236,-3410,6965,-482,3053
5652,112,-2069,6369,2891,7170
5653,1718,19928,-34748,18439,3599
5654,260,448,7692,2656,10767
5655,657,34484,-10076,3126,27366
5656,24,5280,1678,5259,12210
5658,188,6645,7937,10603,25100
5659,157,5656,6557,-3234,8904
5660,35,6813,11726,6022,24480
5661,161,10417,-2047,5883,14137
5662,168,10551,-10546,8028,8003
5663,24,7763,7728,7482,22917
5664,1085,8036,-20061,16520,4468
5665,166,-2937,9530,9072,15585
5666,200,3275,1088,13584,17901
5667,84,7304,6297,-909,12590
5668,105,-3408,3209,6889,6678
5669,162,8881,3658,3213,15636
5670,37,13052,8242,6715,27881
5671,20,9375,7453,4936,21627
5672,38,3589,3472,7732,14670
5673,37,4147,6136,10777,20940
5674,16,7538,7055,4925,19466
5675,37,5166,13474,10171,28792
5676,34,6199,10265,9322,25614
5677,338,8190,24517,-4166,28527
5678,114,2990,2632,6327,11924
5679,38,11801,3781,6041,21545
5680,16,5521,1473,4187,11108
5681,132,7827,5326,6287,19387
5682,171,-6525,6057,4533,4033
5683,15,1545,4089,10091,15575
5684,136,-2266,5289,11064,13981
5685,295,-10045,7716,11045,8670
5686,381,7872,21868,-1578,28013
5687,24,6500,3548,8410,18329
5689,365,4517,15111,10173,29628
5690,35,8894,10567,4886,24187
5691,27,7041,11136,4729,22817
5692,166,324,1795,1312,3421
5693,12,5587,4412,4668,14642
5694,101,3122,-3841,12063,11332
5695,179,6242,4055,2102,12393
5696,155,6382,3307,-3983,5687
5697,412,-16516,5460,17006,5908
5699,107,9689,1467,2855,13930
5700,228,6955,4473,9271,20666
5701,50,1617,2527,3716,7858
5702,1048,21068,-21785,6684,5909
5704,2618,-114624,-25713,143648,3286
5705,360,5246,10843,6482,22544
5706,192,12618,-2557,8833,18738
5707,688,-26568,13070,20128,6567
5708,212,15276,3150,39,18435
5709,46,8142,13724,7491,29124
5710,165,5171,4789,3894,13760
5711,1133,21910,-37818,21676,5764
5712,62,677,10370,5834,16809
5713,174,2478,1993,8338,12709
5714,31,13548,11937,4017,29339
5715,1,5177,3615,6900,15602
5716,29,3232,4543,9215,16858
5717,34,10820,3971,2394,17140
5718,194,15593,5381,8285,29008
5719,52,7546,12140,7509,27158
5720,33,4158,8845,6182,19052
5722,96,4468,5171,5366,14962
5723,111,670,4123,8388,13076
5724,330,-897,20667,5603,25174
5726,136,5725,6583,4877,17048
5727,646,-6208,15489,17713,26894
5728,43,8279,10427,10902,29526
5729,19,6012,3808,8128,17839
5731,23,11795,4791,6031,22472
5732,4,9464,610,631,10663
5733,208,4841,-4983,6975,6791
5734,31,9549,10181,2932,22606
5735,100,9086,4100,7556,20666
5736,37,7075,13640,8660,29342
5737,96,3091,4065,1240,8342
5738,384,17923,3557,2927,24266
5739,30,8804,7329,3845,19849
5740,87,3609,3319,4986,11848
5741,26,2127,9828,5106,16929
5742,205,-2332,4256,12782,14631
5743,21,4018,9524,7136,20642
5744,199,11579,3610,11957,26914
5745,108,3042,7355,397,10760
5746,1,5411,2942,9026,17327
5747,100,6721,1990,4108,12804
5748,33,2446,10544,11485,24249
5749,89,-610,3057,9596,11979
5750,143,-1025,9592,8574,17056
5751,164,10371,12693,-7720,15213
5752,232,8744,4601,5697,18937
5753,1163,52796,-2655,-45475,4644
5754,30,5055,10200,11674,26707
5755,148,-420,6633,5347,11448
5757,70,7098,5229,3170,15469
5758,238,-7646,13853,10280,16403
5759,23,4055,8977,4728,17662
5760,578,15172,19912,-10900,24049
5762,36,10266,5279,8637,24165
5763,201,8431,8875,5341,22485
5764,388,9813,-6333,5792,9209
5765,4527,60159,8003,-65015,3116
5766,832,11410,-2837,4285,12822
5767,31,8487,12670,4944,26054
5768,338,11345,11641,1229,24200
5769,24,6618,7309,3126,17002
5770,36,6353,10809,12406,29464
5771,31,11165,4056,6363,21371
5772,40,6412,7361,7234,20876
5773,142,7620,-672,7836,14746
5774,160,1790,4583,703,7049
5775,10,10181,7694,5686,23464
5776,298,17662,8210,-3310,22437
5777,26,4797,10787,3973,19392
5778,278,255,3139,552,3928
5779,78,-1332,7511,4711,10861
5780,98,4366,7548,2333,14246
5781,23,6408,3420,11294,21056
5782,26,2982,9889,3485,16264
5783,96,8034,1252,719,9913
5784,20,10803,4803,6940,22393
5785,143,-579,3279,6142,8831
5786,38,4339,-34,4280,8579
5787,20,9988,2435,5781,18117
5788,230,5243,4519,3609,13338
5789,29,6119,7089,6876,19937
5790,269,-1508,15815,2963,17113
5791,248,19614,1873,803,22242
5792,387,409,8872,4827,14084
5793,79,5478,8143,6964,20448
5794,253,2740,-5138,8591,6171
5795,76,7337,4345,-808,10816
5796,94,459,6806,3955,11189
5797,185,14363,3654,-3082,14892
5798,144,6991,-5550,10208,11584
5799,142,-794,12082,-3928,7309
5800,109,4916,1060,3196,9124
5801,21,3920,7605,11589,23021
5802,29,9316,12097,4022,25392
5803,34,6505,9396,12129,27867
5804,54,7457,6505,14189,28096
5805,27,7891,10431,9284,27441
5806,29,8522,6825,3872,19097
5807,16,11207,8613,9176,28909
5808,29,11711,8101,5444,25136
5809,195,5266,6376,6453,17921
5810,151,5918,3010,5857,14759
5811,117,5858,5264,1434,12473
5812,121,10674,-861,523,10257
5813,41,8958,6362,10467,25543
5814,8,5166,4024,8790,17964
5815,106,811,4746,6577,12092
5816,24,5092,4330,10379,19692
5818,828,24383,3140,-23566,3919
5819,36,7201,5731,8404,21145
5820,15,5344,5262,7991,18497
5821,270,14263,11408,-7263,18341
5822,162,6036,7573,-5724,7821
5823,311,10677,3327,-3779,10125
5824,54,10510,12913,5995,29284
5825,14,3773,3224,3618,10536
5826,324,-4028,-2723,16310,9486
5827,257,75,4320,18524,22706
5828,496,5240,4646,-6634,3240
5829,105,528,5722,9776,15936
5830,6,5863,3145,8576,17445
5831,118,-2254,12152,5112,14925
5832,34,10145,5420,5433,20839
5833,1,2779,9840,5742,18331
5834,22,6992,4009,9618,20563
5835,54,13039,8375,7911,29303
5836,38,7072,8484,5174,20673
5837,111,4260,685,61,4985
5838,199,8719,7449,9422,25489
5839,21,7224,6377,5422,18927
5840,40,13510,10829,5086,29339
5841,42,7732,9484,6897,24112
5842,45,7362,8881,12594,28623
5843,30,6927,4067,11370,22217
5846,376,-4695,-1837,20129,13546
5847,485,4374,4359,-182,8487
5848,122,3967,9116,4486,17396
5849,136,4604,1177,13721,19311
5850,36,11369,6061,7557,24930
5851,101,5922,4128,-608,9427
5852,43,8171,10962,6441,25507
5853,48,832,6011,5397,12238
5855,19,5957,6947,3382,16228
5856,110,-1146,5607,-317,4114
5857,5,8027,8480,3004,19357
5858,19,2240,10798,9388,22382
5859,202,2874,14664,7439,24971
5860,292,-796,10365,-4706,4856
5861,25,10783,3972,5406,19986
5862,31,8958,11030,7942,27727
5863,192,10814,8003,4858,23604
5864,32,11263,6906,5597,23600
5865,82,10327,1466,5315,16943
5866,30,12674,2071,5695,20315
5867,43,6957,9432,6470,22812
5868,71,2172,1704,3964,7790
5869,31,4432,4998,12003,21364
5870,36,11020,5187,8886,25067
5872,92,9767,-3003,2053,8752
5873,9,1226,7525,2103,10816
5874,158,-11,-852,3966,3095
5875,486,-4534,18797,14728,28785
5876,228,13259,8310,7154,28581
5877,192,1065,20210,684,21765
5878,149,-666,8515,9177,16863
5879,210,-8368,10651,1490,3760
5880,25,2217,4502,6753,13469
5882,29,7313,6369,9324,23000
5883,471,12122,11445,-17199,6327
5884,232,19394,-2858,3641,20076
5886,46,12503,8092,8939,29442
5887,35,11745,6588,11357,29636
5888,38,8736,8189,10663,27351
5889,27,11132,7881,8788,27781
5890,16,2154,6538,4812,13445
5891,3,2720,7396,4852,14820
5892,69,6556,-459,2760,8802
5893,72,1240,6826,7077,15104
5894,4,3572,7768,8932,20163
5895,8,4609,5413,4122,14106
5896,40,9747,4869,4842,19296
5897,22,5173,6726,5254,17084
5898,251,12847,11008,-13301,10479
5899,38,9162,13699,6848,29448
5900,45,389,-7,4788,5123
5902,174,5281,3456,-3242,5447
5903,226,2480,14633,3428,20371
5904,117,3910,4435,-421,7848
5905,284,7230,636,13169,20866
5906,33,5462,10016,7359,22703
5907,28,12832,2477,11482,26773
5908,14,11541,3547,10230,25186
5909,36,8075,11449,8538,27925
5910,134,11581,5603,1215,18291
5911,887,27184,16350,-31571,11896
5912,51,5131,10468,11141,26613
5913,38,12469,9243,8221,29680
5914,8,2226,7445,9542,19124
5915,32,10988,5025,9547,25355
5916,864,39872,-18779,-18053,3016
5917,104,3243,4125,5254,12503
5918,150,6991,4785,-1341,10374
5919,16,8170,3245,9643,20979
5920,262,-11811,18095,16220,22491
5921,22,4440,9537,5270,19178
5922,19,10758,5441,6568,22717
5923,1290,-17584,-31293,53645,4759
5924,606,12912,5065,-12695,5273
5925,114,5109,6848,-1179,10761
5926,225,-11482,16367,3179,8045
5927,330,6836,17880,1563,26043
5928,202,7704,-6281,12445,13779
5929,39,12571,7422,9170,29026
5930,350,9198,1635,16056,26671
5931,37,9034,9943,11039,29786
5932,13,5243,3525,7797,16429
5933,91,4533,985,-1168,4312
5934,43,3284,5833,11519,20503
5936,626,25942,-12780,-3699,9446
5937,330,-419,12307,16465,28293
5938,26,8135,4607,7055,19627
5939,137,7689,8566,5205,21432
5940,317,2494,13752,8911,24964
5941,106,4930,1765,14515,21152
5942,914,11792,-23132,24090,12688
5943,15,8140,10058,9014,27173
5944,156,3018,6861,665,10457
5945,742,23245,-6873,-10465,5900
5946,543,8940,-18795,18016,8144
5947,156,7017,-8881,8364,6490
5948,26,9159,9036,4448,22598
5949,149,12274,-5233,5898,12874
5950,290,-2338,6063,2706,6406
5951,131,8805,3665,-3460,8934
5952,174,10870,-1554,-140,9153
5953,32,12812,6265,6240,25300
5954,1218,24886,25693,-47411,3157
5955,151,5281,-4539,5345,6068
5956,36,6438,6188,6753,19189
5957,125,8524,2117,2816,13324
5958,84,5720,4103,7116,16890
5959,44,14,4663,1886,6525
5960,31,4702,9779,9446,23827
5961,16,6414,4835,6177,17307
5962,21,8957,2536,7326,18647
5963,96,515,-38,6339,6782
5964,101,7074,8692,3021,18626
5965,7,9368,5120,5451,19897
5966,285,3842,13481,-10314,6983
5967,32,2984,7900,8538,19370
5968,37,2921,-685,6059,8243
5969,458,20739,7378,-20788,7276
5970,33,5085,6392,5782,17159
5971,36,10517,7659,9530,27550
5972,81,857,8905,-996,8699
5973,37,6551,9670,9739,25886
5974,3428,93412,-85353,-3903,4153
5975,15,5330,5152,6502,16821
5976,178,6411,6919,7258,20585
5977,2401,-56854,-44596,106128,4638
5978,148,5150,9032,-4341,9757
5979,214,9977,9950,-4046,15787
5980,25,9159,7364,11786,28167
5981,16,7770,8504,8711,24808
5982,33,13851,3453,8796,26007
5983,64,5269,7286,2777,15182
5984,138,7974,12277,2555,22755
5985,119,9182,6565,5663,21355
5986,39,12129,8170,8587,28835
5987,68,3419,306,76,3764
5988,38,13204,2876,12736,28560
5989,39,4752,7142,3321,15126
5991,8,3833,9193,2113,15042
5993,103,8614,2975,3202,14678
5994,37,7727,11518,8445,27596
5995,509,-11790,13917,21502,23403
5996,104,4792,8051,2767,15586
5997,187,7700,11014,7180,25847
5998,133,557,3677,601,4794
5999,125,7323,6352,-2246,11427
6000,68,2711,6885,-2695,6838
6001,41,264,3776,2594,6602
6002,23,8674,11653,7279,27583
6003,248,-6823,15988,11755,20785
6005,120,6639,-2054,9009,13537
6006,90,7445,-1515,2117,7990
6007,551,17453,5143,6882,29416
6009,43,6629,8291,5803,20677
6010,22,6786,2105,6660,15499
6012,0,8436,2612,4668,15620
6013,140,1257,9040,11181,21365
6014,31,11067,4751,5882,21621
6015,179,8636,3115,7234,18961
6016,189,9086,7634,3689,20336
6017,29,2520,10888,7276,20601
6018,26,-1783,3691,2589,4480
6019,20,4539,10597,7976,23034
6020,90,8503,4984,6850,20278
6021,36,7893,10148,7591,25618
6022,196,9462,-1980,9268,16699
6023,517,-16379,19236,17398,20112
6024,3,4477,3390,8658,16413
6025,35,10044,5451,3336,18785
6026,8,3531,437,10126,14016
6027,9,4399,9969,10673,24974
6028,224,-78,747,7435,8097
6029,34,7559,9948,9487,26821
6030,172,10374,5672,2948,18890
6031,39,9899,10759,5382,25933
6032,38,6261,12982,5770,24924
6033,149,1018,8947,7305,17153
6034,492,23296,-9525,-5710,8004
6035,11,10771,5174,7646,23477
6037,39,9513,9627,7050,26002
6038,215,409,20337,7319,28022
6040,129,2684,5403,-2858,5202
6041,11,5177,627,8983,14654
6042,9,5781,3725,2483,11897
6043,83,-3466,4121,4966,5581
6044,76,-1920,6488,4786,9305
6045,370,8935,-19425,16108,5614
6046,236,4954,-6848,8087,6168
6047,229,-333,8328,6056,13936
6049,64,1749,2798,4477,8945
6050,795,-37306,34252,28840,25539
6051,110,6380,-767,585,6173
6053,203,5542,2172,8215,15835
6054,47,6419,8198,7928,22533
6055,92,-1626,6573,12573,17418
6056,7,8965,5277,7722,21866
6057,164,9630,4842,4691,19047
6058,79,11138,1327,6821,19140
6059,1091,-10838,5870,9791,4816
6060,1,9148,9771,8164,26931
6061,114,1758,-1641,10184,10268
6062,318,-895,-291,13689,12440
6063,64,2853,3217,6079,12036
6064,108,-667,10433,6135,15815
6065,132,3141,546,6331,10006
6066,747,-2096,23745,-13593,7980
6067,0,5710,6641,5326,17531
6068,245,2285,7829,-165,9937
6070,204,10674,1001,14392,26022
6071,36,11143,11017,5813,27830
6072,0,3035,4191,3560,10749
6073,254,4152,8778,4617,17503
6074,262,2376,3782,14794,20952
6075,154,5992,2545,775,9238
6076,430,17860,-4820,8686,21537
6077,151,5629,4857,11493,21979
6078,36,524,865,5511,6854
6079,7,9970,5794,4167,19777
6080,44,10311,9418,8442,27960
6081,138,5574,7080,3122,15634
6082,20,3329,7772,3773,14749
6083,29,12057,7633,6912,26433
6084,52,8169,9463,4971,22427
6085,13,8685,10067,5551,24190
6086,28,7361,1195,10029,18560
6088,14,6728,3941,9906,20458
6089,698,-5223,11838,-459,6102
6090,176,11421,2263,-886,12754
6091,2,9528,2558,1372,13336
6092,95,7405,920,3709,11976
6093,123,2402,-2942,5493,4913
6094,374,-8521,15203,-559,6070
6095,261,4906,13509,-8872,9538
6096,44,6571,12218,6568,25326
6097,142,4943,11177,5415,21377
6098,41,4341,10252,9362,23783
6099,378,16318,10927,250,27302
6100,162,10829,1485,2422,14605
6101,95,6962,-2196,4986,9706
6102,44,8328,12631,6799,27691
6103,6,3080,5998,3396,12448
6104,7,5751,5778,5264,16709
6105,277,-679,15062,-7731,6613
6106,95,-1477,203,8242,6957
6107,21,7948,10589,7227,25697
6108,38,10650,5084,8143,23720
6109,290,1335,22661,1918,25741
6110,52,9709,6037,10870,26544
6112,12,8464,9648,10350,28323
6113,121,-2936,4500,6651,8146
6114,216,3485,7283,3989,14659
6115,230,2871,-1917,16902,17694
6116,355,15710,5962,-7715,13905
6117,10,10822,1586,6363,18701
6118,130,10664,-3319,-2810,4502
6119,27,10931,4427,10322,25577
6120,20,4050,11225,11441,26530
6121,40,11592,9983,6999,28451
6122,44,2860,470,5612,8914
6123,186,-6069,8302,4549,6774
6124,142,6165,2515,573,9205
6125,21,4159,3148,11031,18249
6126,908,6263,-5143,2215,3307
6127,295,12357,12557,4039,28703
6129,143,1524,6074,1120,8703
6130,370,5364,13353,2938,21546
6131,40,15279,4548,3116,22856
6133,42,7963,6888,9185,23799
6134,150,-3425,4502,5980,7042
6135,10,9381,5890,9895,24925
6136,2223,78702,-60045,-13807,4810
6137,584,546,11328,-2784,9027
6138,208,4706,16896,7581,29182
6139,498,-8974,8619,9248,8843
6140,20,1974,10245,10819,22946
6141,386,-6886,4248,8874,6178
6142,21,8455,1779,4471,14605
6143,65,2148,4369,2548,9012
6144,27,3929,2608,-2071,4442
6145,929,37526,-32413,-25,5088
6146,107,3722,4984,6502,15185
6147,127,3596,7071,676,11315
6148,31,6807,4765,9541,21005
6149,21,8505,8353,11319,28077
6150,27,4363,8892,11324,24525
6151,147,8157,12800,2356,23190
6152,114,6213,11856,3847,21821
6154,31,7620,12871,8160,28551
6155,138,3889,5533,-2968,6428
6156,35,9490,9728,8062,27077
6157,39,12798,7369,6328,26304
6158,308,16064,4317,6887,27190
6159,31,5802,9585,11303,26495
6160,152,5406,5324,-4629,6076
6161,15,10465,6463,8068,24823
6162,126,1699,6191,3735,11538
6163,119,3236,6008,5646,14829
6164,144,-4217,9889,10080,15698
6166,9,8054,8309,3863,20209
6167,539,25122,-18422,18553,25061
6168,35,12558,3395,4043,19801
6169,89,-2242,1830,6882,6443
6170,39,8268,8972,8818,25869
6171,20,6076,2998,10460,19462
6172,27,3494,4588,9592,17583
6173,3,5191,3358,8922,17454
6174,43,9585,7615,8417,25609
6175,319,5390,-8893,11122,7599
6176,65,2582,5364,2615,10502
6177,38,1550,3217,3817,8553
6179,17,3451,6631,9824,19801
6181,283,13767,-11903,5697,7525
6182,102,3077,11510,4626,19103
6183,41,7905,13324,5504,26663
6184,1158,-27586,42403,-9440,5377
6185,216,4482,24444,-126,28618
6186,621,-9685,4859,22524,17658
6187,31,10520,5478,13012,28953
6188,15,10121,9841,2728,22591
6189,19,9867,3857,3486,17071
6190,165,7940,9834,1121,18723
6191,577,-13679,-4453,26431,8256
6192,101,-33,3459,948,4365
6193,194,4966,5546,6642,16989
6195,13,8806,2047,7086,17905
6196,31,10375,4569,12001,26724
6198,164,5265,-7780,5926,3380
6199,183,5487,4512,4916,14896
6200,381,-493,13038,31,12531
6201,165,12963,2312,4054,19215
6202,485,-7322,-5344,17761,5076
6203,5,4089,2222,6906,13106
6204,21,10909,2897,2852,16636
6205,54,4503,5151,1059,10690
6206,14,2682,4003,2274,8934
6207,55,8885,10397,9527,28795
6208,9,5485,4339,7783,17544
6209,39,9813,7966,4197,21846
6210,453,14608,5818,-11839,8543
6211,86,7905,6515,-117,14300
6212,123,6120,3013,7027,16090
6213,65,5850,6675,-89,12326
6214,212,5833,756,5616,12174
6215,269,13948,3475,2001,19341
6216,129,2971,6385,3274,12597
6217,8,5069,3311,6572,14829
6218,111,6236,6395,-1554,10975
6219,616,-5257,6328,4305,5362
6220,144,8801,-723,10282,18206
6221,20,10866,3831,3120,17763
6222,187,903,13813,7876,22463
6223,339,6302,17470,-9861,13842
6224,313,3816,13539,7508,24732
6225,30,3668,2554,3979,10189
6226,310,8927,4147,10093,23066
6227,211,14036,-1604,8442,20821
6228,1036,40167,12450,-45153,7416
6229,41,8635,7648,8704,24858
6230,169,5492,4165,-1759,7860
6231,22,9059,8896,4678,22587
6232,868,-3056,-856,7477,3530
6233,344,-1131,6159,503,5506
6235,3,4519,10357,8936,23759
6236,12,5957,8601,6198,20623
6237,93,-566,-948,9328,7762
6238,373,-3481,10570,10246,17233
6239,111,3111,7710,6794,17558
6240,23,1718,6559,4407,12677
6241,24,9413,2954,7903,20219
6242,323,15448,8626,4304,28138
6243,120,6402,7425,7027,20799
6244,2442,87709,-85311,5391,7746
6245,128,1295,7477,-3853,4906
6246,174,5529,219,-104,5621
6247,253,7920,20437,481,28611
6248,125,5105,4136,2837,12047
6249,226,5000,3280,11950,20061
6250,165,8011,-4798,10096,13194
6251,12,2079,9449,6218,17718
6252,45,12238,6595,11189,29936
6254,118,1044,8798,-653,9138
6255,118,8032,3364,1473,12842
6256,143,-3920,7710,13676,17385
6257,13,9795,6002,2855,18579
6258,121,7325,2694,10591,20409
6259,103,7983,587,6686,15139
6260,3,4291,4564,8331,17052
6261,10,7013,8634,8350,23911
6262,209,16341,-10382,-2610,3328
6263,41,7117,7114,7727,21925
6264,32,8714,11644,4398,24656
6265,50,7916,7163,14045,28910
6266,21,4474,12116,3637,20061
6267,29,6796,11706,2560,20984
6268,659,-18743,6109,21440,8765
6269,17,8715,5060,4120,17777
6270,199,6090,4270,9457,19743
6271,221,11159,8841,6699,26475
6272,5,5070,5622,8968,19588
6273,32,9196,11022,6889,27082
